"","genes","logFC","logCPM","LR","PValue","FDR","AGI","At_symbol","At_short_description","perc_ID"
"85","BraA09g009540.3C",2.51601753077148,7.08845376343131,389.220043468963,1.22370059546417e-86,3.43903056758213e-84,"AT5G66540",NA,NA,82.342
"86","BraA06g013810.3C",2.16802909969743,5.60853183833187,388.667346774931,1.61435386368536e-86,4.4841494297344e-84,"AT1G18080","ATARCA","Transducin/WD40 repeat-like superfamily protein",88.551
"87","BraA06g007290.3C",5.07638551833691,3.13115132308148,388.61368583751,1.65836793468843e-86,4.55345899124565e-84,"AT1G10470","ARR4","response regulator 4",83.165
"88","BraA08g000120.3C",2.81898098220859,8.29353432991967,386.151586142578,5.697602493351e-86,1.54664009501328e-83,"AT1G56110","NOP56","homolog of nucleolar protein NOP56",87.5
"89","BraA01g023930.3C",3.29968979055431,6.66600697855611,385.703744538913,7.13165638036096e-86,1.91416862487711e-83,"AT3G49010","ATBBC1","breast basic conserved 1",88.406
"90","BraA02g006550.3C",-4.56293541262268,7.87356016395296,384.792318240217,1.12619919763392e-85,2.98918293700878e-83,"AT5G16570","GLN1;4","glutamine synthetase 1;4",91.783
"91","BraA04g000310.3C",6.30142683101265,2.94306924630643,384.436414451113,1.34616608735016e-85,3.53375994446379e-83,"AT3G63110","ATIPT3",NA,84.341
"92","BraA01g023360.3C",3.46540862753627,4.9131288739139,383.566357144655,2.08218188813648e-85,5.40643053737004e-83,"AT3G49910",NA,"Translation protein SH3-like family protein",89.796
"93","BraA08g012730.3C",2.54286493208662,6.9599078097021,381.299125409762,6.48817392963502e-85,1.66655375087227e-82,"AT4G18100",NA,NA,93.035
"94","BraA06g006530.3C",2.40577900815949,5.28661761480395,380.986778443755,7.58795586283569e-85,1.9283094643768e-82,"AT1G09640",NA,"Translation elongation factor EF1B, gamma chain",89.317
"95","BraA09g044390.3C",2.44231743674563,6.30128269806304,380.823230507176,8.23628814258279e-85,2.07103632789492e-82,"AT3G53430",NA,NA,85.828
"96","BraA04g001960.3C",2.39925746257945,8.00343238053949,380.770517496989,8.45683622188779e-85,2.10434274654641e-82,"AT3G60245",NA,"Zinc-binding ribosomal protein family protein",94.982
"97","BraA10g018810.3C",2.62504600112729,5.76434100389872,380.48719160414,9.74747553476408e-85,2.40049170695304e-82,"AT5G22650","ATHD2","histone deacetylase 2B",69.193
"98","BraA05g010640.3C",2.30679305839955,7.1760183596105,380.432067036494,1.00205970987872e-84,2.44257166832478e-82,"AT2G34480","L18aB","Ribosomal protein L18ae/LX family protein",91.62
"99","BraA03g024340.3C",1.88709846140782,6.68550921493832,380.275406350243,1.08392943773919e-84,2.61544509178927e-82,"AT2G47115",NA,NA,82.702
"100","BraA09g018390.3C",3.23693293572922,6.67931138109262,378.181054897819,3.09725271906671e-84,7.39871729530656e-82,"AT1G57660",NA,"Translation protein SH3-like family protein",89.817
"101","BraA07g003280.3C",-2.31894809962915,6.8951250603907,377.675808527872,3.99004949007303e-84,9.43705962563015e-82,"AT2G17710",NA,NA,87.633
"102","BraA01g002490.3C",2.47714253620508,5.23790098855724,377.567968997743,4.21169610013168e-84,9.86362710195546e-82,"AT2G18020","EMB2296",NA,90.608
"103","BraA09g065630.3C",2.42698987279604,7.38483067958852,377.292649804886,4.83503253568426e-84,1.12135201177112e-81,"AT1G02780","emb2386","Ribosomal protein L19e family protein",88.855
"104","BraA10g018960.3C",2.4358176385212,6.00352484186793,376.094851590717,8.81423932117006e-84,2.02456297023183e-81,"AT5G22440",NA,"Ribosomal protein L1p/L10e family",90.061
"105","BraA03g045510.3C",2.77401209486097,4.75669927454951,375.688337387279,1.08066697610088e-83,2.4585688309617e-81,"AT3G51270",NA,"protein serine/threonine kinases;ATP binding;catalytics",90.029
"106","BraA02g039830.3C",2.51112485390986,5.21941249038505,375.167803537349,1.40289078604273e-83,3.16153349971593e-81,"AT5G48760",NA,"Ribosomal protein L13 family protein",89.533
"107","BraA09g046820.3C",2.45380995259222,6.26278027097877,373.134919098221,3.88716270656954e-83,8.67818156397506e-81,"AT3G56070","ROC2","rotamase cyclophilin 2",85.876
"108","BraA08g032530.3C",2.56459728098839,7.02269017837917,372.845892374072,4.49325897148672e-83,9.93842317693285e-81,"AT1G09690",NA,"Translation protein SH3-like family protein",88.687
"109","BraA03g010340.3C",2.48311598600671,6.52867747853313,372.760232668474,4.6904212532323e-83,1.02793378804783e-80,"AT5G22440",NA,"Ribosomal protein L1p/L10e family",88.532
"110","BraA04g029470.3C",1.84609688457144,6.72737424804208,372.589483541387,5.10961896095346e-83,1.10962343399324e-80,"AT2G41840",NA,"Ribosomal protein S5 family protein",79.138
"111","BraA04g006230.3C",2.54353940359002,7.97365653335245,370.515955112288,1.44495690360938e-82,3.10965139760548e-80,"AT3G53430",NA,NA,87.625
"112","BraA03g009460.3C",2.86697842442251,7.04261586304664,370.425051863452,1.51233248897893e-82,3.22558915149363e-80,"AT5G20130",NA,NA,84.228
"113","BraA03g004220.3C",2.15147225979081,6.30265933080114,369.486958687539,2.42046779052824e-82,5.11682606903881e-80,"AT5G10360","EMB3010","Ribosomal protein S6e",89.867
"114","BraA05g040320.3C",2.67386446573995,5.17240183503452,368.799088313626,3.41720423697484e-82,7.16054165025043e-80,"AT3G04840",NA,NA,88.847
"115","BraA09g028570.3C",2.34072254571993,6.67773600256697,368.082260224968,4.89495147536962e-82,1.01678783342287e-79,"AT1G34030",NA,"Ribosomal protein S13/S18 family",90.414
"116","BraA06g016890.3C",-2.53492443330436,4.63966007438571,367.533665143556,6.44460705435863e-82,1.31476349866805e-79,"AT1G21400",NA,"Thiamin diphosphate-binding fold (THDP-binding) superfamily protein",86.788
"117","BraA06g014170.3C",2.49772796775403,6.15838795682402,367.523700256782,6.47688440260714e-82,1.31476349866805e-79,"AT1G18540",NA,"Ribosomal protein L6 family protein",88.511
"118","BraA02g010330.3C",2.16575115536885,7.68512358164428,367.518263786576,6.4945618236282e-82,1.31476349866805e-79,"AT5G60390","EF1alpha","GTP binding Elongation factor Tu family protein",92.963
"119","BraA02g040530.3C",3.23511804544049,5.93211115345696,367.195375436404,7.63579053093846e-82,1.53280474120217e-79,"AT3G04920",NA,NA,89.303
"120","BraA03g056150.3C",2.5726351584576,4.94257662739414,367.177583437432,7.70420720932503e-82,1.53365084846964e-79,"AT4G30720","PDE327",NA,88.8
"121","BraA02g001980.3C",1.81163568623958,5.81426416166077,366.31988897378,1.18434720387563e-81,2.33815586827943e-79,"AT5G06360",NA,"Ribosomal protein S8e family protein",88.506
"122","BraA04g005860.3C",2.84600006629807,4.79445085702339,366.279685370761,1.20846157359571e-81,2.36620738279134e-79,"AT3G53850","CASPL5B2",NA,87.312
"123","BraA06g000850.3C",-2.55241984017504,6.30525183686245,366.2237238466,1.24284719429896e-81,2.41375071361087e-79,"AT1G54130","AT-RSH3","RELA/SPOT homolog 3",84.551
"124","BraA07g028310.3C",2.57459625397897,7.1007372588373,366.016593136506,1.37885242215408e-81,2.65629247261425e-79,"AT1G74270",NA,"Ribosomal protein L35Ae family protein",90.56
"125","BraA10g019910.3C",3.26268871678837,5.6784210065821,364.56339839968,2.85715764158287e-81,5.46014253937053e-79,"AT5G20720","ATCPN21","chaperonin 20",90.42
"126","BraA09g025320.3C",-2.88795490840783,5.10008823423337,364.35233196106,3.17608248030768e-81,6.02144907060238e-79,"AT4G04955","ALN","allantoinase",88.522
"127","BraA10g014590.3C",2.87149216470972,5.60455720810476,364.186469428249,3.45149065216336e-81,6.49206367707703e-79,"AT5G56710",NA,"Ribosomal protein L31e family protein",89.385
"128","BraA04g019890.3C",2.71062771277693,6.78505162057163,363.383353862505,5.16271105751706e-81,9.63490951109121e-79,"AT2G27710",NA,"60S acidic ribosomal protein family",83.573
"129","BraA05g030460.3C",2.75596723930747,6.11555324828527,363.360646009278,5.22182440252481e-81,9.66968537422579e-79,"AT3G16810","APUM24",NA,80.796
"130","BraA01g017790.3C",2.61477360557188,6.71939309433867,360.58920809835,2.09549138394429e-80,3.8505460138201e-78,"AT4G27090",NA,NA,91.852
"131","BraA03g025000.3C",4.36208962644256,7.09470442091642,359.529450599188,3.56488005088591e-80,6.50059959202768e-78,"AT2G27710",NA,"60S acidic ribosomal protein family",86.494
"132","BraA02g009100.3C",3.25908742888961,6.09383657892693,358.721491362058,5.34535919938155e-80,9.67348034506261e-78,"AT5G20720","ATCPN21","chaperonin 20",90.143
"133","BraA06g010430.3C",3.0411575615725,5.56606383374893,358.090864281041,7.33323832947893e-80,1.31711576853077e-77,"AT1G14320","RPL10","Ribosomal protein L16p/L10e family protein",87.783
"134","BraA05g013200.3C",1.74773631953728,6.58077847178195,357.722327625398,8.82154963444028e-80,1.57260580348888e-77,"AT1G07920",NA,"GTP binding Elongation factor Tu family protein",91.085
"135","BraA07g034140.3C",2.71951299780558,6.67037658247337,357.587596642529,9.43805910745688e-80,1.67004708117726e-77,"AT1G69200","FLN2","fructokinase-like 2",89.963
"136","BraA06g031150.3C",-3.16412128851115,6.49412093893918,353.997485215098,5.71010995596495e-79,1.0029640193242e-76,"AT5G23750",NA,"Remorin family protein",88.835
"137","BraA10g003250.3C",1.96840566498885,7.0964992227321,353.321528201218,8.01381653288872e-79,1.39732882728209e-76,"AT1G04730","CTF18","P-loop containing nucleoside triphosphate hydrolases superfamily protein",88.678
"138","BraA06g012280.3C",2.35542542705548,5.41952357417564,353.216071625601,8.44896400930439e-79,1.46252791488597e-76,"AT1G16350",NA,"Aldolase-type TIM barrel family protein",89.044
"139","BraA10g020830.3C",1.90321276994864,6.09208404910138,351.635824800976,1.86602698564336e-78,3.20688148439198e-76,"AT5G19510",NA,"Translation elongation  factor EF1B/ribosomal protein S6 family protein",89.185
"140","BraA03g033090.3C",2.55792931517478,5.08485681915396,349.953490298182,4.33778231581413e-78,7.40149599715486e-76,"AT3G07050","NSN1",NA,85.626
"141","BraA06g034180.3C",2.35723496101333,7.60465425137017,349.394032186644,5.74246032412812e-78,9.72878668246613e-76,"AT3G05040","HST",NA,82.434
"142","BraA03g019380.3C",2.47148285493623,6.72469664738384,349.075333014611,6.73751416259624e-78,1.13342069236689e-75,"AT2G37190",NA,NA,87.824
"143","BraA06g024840.3C",2.74034613517328,4.7750842771604,348.969657152477,7.1041527139411e-78,1.18674125895542e-75,"AT3G49010","ATBBC1","breast basic conserved 1",88.245
"144","BraA01g041690.3C",2.39209856622459,4.80847178373907,348.924555924156,7.26664264979846e-78,1.20545527512768e-75,"AT3G07050","NSN1",NA,84.455
"145","BraA06g041880.3C",2.95696279230708,5.81638458221201,348.679990508852,8.21470368315307e-78,1.35332994195283e-75,"AT5G46430",NA,"Ribosomal protein L32e",91.294
"146","BraA08g017390.3C",2.28998763744284,5.77425308617388,348.343062187749,9.72665921281893e-78,1.59088413064981e-75,"AT4G31700","AtRPS6","ribosomal protein S6",91.611
"147","BraA08g028730.3C",3.57497477051627,5.63012047596176,348.330147500003,9.78985127283669e-78,1.59088413064981e-75,"AT1G18540",NA,"Ribosomal protein L6 family protein",85.816
"148","BraA07g018290.3C",2.22994661562785,8.25994785521023,348.019822875247,1.14381206983008e-77,1.8461745083852e-75,"AT2G27710",NA,"60S acidic ribosomal protein family",83.333
"149","BraA09g043730.3C",2.93239215873209,5.84231022262893,346.315280535519,2.68875635164748e-77,4.3106719280641e-75,"AT3G52590","EMB2167","ubiquitin extension protein 1",90.698
"150","BraA05g005950.3C",-2.36385664847477,6.22888590320064,346.050583537635,3.07039860944043e-77,4.88971213215419e-75,"AT2G40130","SMXL8","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein",79.346
"151","BraA05g034630.3C",2.90380291073644,5.4815284633119,345.575486516015,3.89634492624804e-77,6.16396606610684e-75,"AT3G12270","ATPRMT3",NA,81.641
"152","BraA09g050490.3C",3.91155775401969,2.94729219257617,344.733597916252,5.94289168886706e-77,9.33972346471424e-75,"AT3G60770",NA,NA,90.847
"153","BraA09g004850.3C",2.88374541507598,7.71134255206175,343.970912071104,8.71146378554386e-77,1.36012710398086e-74,"AT5G27120",NA,"NOP56-like pre RNA processing ribonucleoprotein",82.94
"154","BraA04g004800.3C",2.13216906821224,6.13895201856614,343.871553580817,9.15648802110047e-77,1.42032588213018e-74,"AT3G55280","RPL23A2","ribosomal protein L23AB",87.097
"155","BraA07g038200.3C",1.84412427311733,6.34861205661899,343.842470764205,9.29099969015326e-77,1.43189290708633e-74,"AT1G74260","PUR4","purine biosynthesis 4",84.464
"156","BraA08g034710.3C",2.01869732784607,7.56905902197848,343.757703273752,9.69443951041387e-77,1.48449212195363e-74,"AT1G50920","Nog1-1","Nucleolar GTP-binding protein",83.234
"157","BraA09g048140.3C",2.30729720624426,5.13531908866313,342.815150853553,1.55520682825227e-76,2.36629176517772e-74,"AT3G57560","NAGK",NA,85.067
"158","BraA03g021180.3C",2.30692900571395,5.09243022326093,342.309506107748,2.00403912045765e-76,3.02990420946154e-74,"AT2G40010",NA,NA,86.562
"159","BraA06g034290.3C",2.64724438952127,6.90800977850613,342.197727167502,2.11957698234254e-76,3.18443112919488e-74,"AT3G04920",NA,NA,90.05
