"","genes","logFC","logCPM","LR","PValue","FDR","AGI","At_symbol","At_short_description","perc_ID"
"20","BraA03g022970.3C",-0.859736658333683,5.21896642176953,20.1840449181139,7.03371584304238e-06,0.00840107020292982,"AT2G43710","AtSSI2","Plant stearoyl-acyl-carrier-protein desaturase family protein",89.386
"21","BraA06g012280.3C",-0.743356329383597,5.41944928376463,20.0701982336091,7.46509145970425e-06,0.00844611765901823,"AT1G16350",NA,"Aldolase-type TIM barrel family protein",89.044
"22","BraA03g015480.3C",1.66024950085705,6.53799089994591,19.881778460763,8.23818052366689e-06,0.00844611765901823,"AT5G51440",NA,"HSP20-like chaperones superfamily protein",77.08
"23","BraA02g009750.3C",-1.0144971481348,4.02725298048143,19.8686083077765,8.29513169581161e-06,0.00844611765901823,"AT5G22390",NA,"Protein of unknown function (DUF3049)",83.474
"24","BraA02g006440.3C",-1.0805450618207,4.34970574443211,19.8188778843509,8.51376623039795e-06,0.00844611765901823,"AT5G16390","BCCP","chloroplastic acetylcoenzyme A carboxylase 1",81.106
"25","BraA06g000880.3C",1.12864490847518,2.31327266243051,19.7201395844593,8.9651567147889e-06,0.00844611765901823,"AT1G54095",NA,"Protein of unknown function (DUF1677)",75.974
"26","BraA02g004670.3C",-3.13206463037086,2.42113016019374,19.6425394009086,9.33671516243052e-06,0.00844611765901823,"AT5G13140",NA,"Pollen Ole e 1 allergen and extensin family protein",82.475
"27","BraA02g013420.3C",-1.10593750380612,5.21640473003333,19.5661798567603,9.71742467893408e-06,0.00844611765901823,"AT4G26760","MAP65-2",NA,78.415
"28","BraA09g044420.3C",-1.10256623751427,8.73673635678521,19.5306190447192,9.90000395397314e-06,0.00844611765901823,"AT3G53460","CP29","chloroplast RNA-binding protein 29",76.34
"29","BraA09g035910.3C",0.841646987588178,5.21626305981797,19.3454791022471,1.09077181229179e-05,0.00877282398090259,"AT2G26670","ATHO1","Plant haem oxygenase (decyclizing) family protein",84.149
"30","BraA03g032360.3C",-1.43320861742184,2.41928924638937,19.3263662846341,1.10174447181463e-05,0.00877282398090259,"AT3G05910","AtPAE12","Pectinacetylesterase family protein",89.474
"31","BraA03g047840.3C",0.88121879788713,3.82462555817302,19.1892082741318,1.18380745559132e-05,0.00912219112876305,"AT4G17895","UBP20","ubiquitin-specific protease 20",72.94
"32","BraA08g031380.3C",-0.954982402605923,4.10780457009939,19.0963687917815,1.24281123703004e-05,0.00914569471523946,"AT1G11820",NA,"O-Glycosyl hydrolases family 17 protein",82.085
"33","BraA09g053310.3C",1.0584993478145,4.02729892313731,19.0649681621535,1.26342902546426e-05,0.00914569471523946,"AT2G25140","CLPB-M","casein lytic proteinase B4",83.101
"34","BraA05g002420.3C",2.04109016652328,3.31556135674161,18.8973909213767,1.37941199149521e-05,0.00969158636848165,"AT2G41730",NA,NA,73.961
"35","BraA02g015350.3C",-0.988536317305152,4.36194214874507,18.7999144297833,1.45173638207526e-05,0.0096916073469819,"AT5G52420","PRCE3",NA,79.217
"36","BraA05g007900.3C",-0.989539265487851,6.17021225116313,18.7511269340252,1.4893532030716e-05,0.0096916073469819,"AT2G37660",NA,"NAD(P)-binding Rossmann-fold superfamily protein",85.788
"37","BraA03g046150.3C",1.36465561711047,3.9842518813814,18.6118978021928,1.60217503056106e-05,0.0096916073469819,"AT4G15280","UGT71B5",NA,78.462
"38","BraA09g055060.3C",-3.06192189165723,1.04153908041168,18.6003644209619,1.61189733712229e-05,0.0096916073469819,"AT2G22170","PLAT2",NA,89.071
"39","BraA01g003570.3C",-0.878728917227101,6.96881315822938,18.5698298787224,1.63792416267298e-05,0.0096916073469819,"AT4G34740","ASE2","GLN phosphoribosyl pyrophosphate amidotransferase 2",82.284
"40","BraA08g026670.3C",2.58326043279929,0.65582479183887,18.5639266382106,1.64300441037151e-05,0.0096916073469819,"AT1G23120",NA,"Polyketide cyclase/dehydrase and lipid transport superfamily protein",88.222
"41","BraA03g001950.3C",1.56624657459248,1.41977118465327,18.4975817506459,1.70120013363377e-05,0.0096916073469819,"AT5G05110",NA,"Cystatin/monellin family protein",85.757
"42","BraA02g004700.3C",1.57304536415654,4.41986208875638,18.4944663466161,1.70398320735616e-05,0.0096916073469819,"AT5G13180","ANAC083","NAC domain containing protein 83",86.089
"43","BraA07g012020.3C",0.726299568110865,4.1588420526848,18.2461103598471,1.94121950362573e-05,0.0107137545114586,"AT1G27650","ATU2AF35A","U2 snRNP auxiliary factor small subunit, putative",87.569
"44","BraA09g065740.3C",2.49642271214593,1.94852770063098,18.0563937022307,2.14457231163728e-05,0.0107137545114586,"AT1G02470",NA,"Polyketide cyclase/dehydrase and lipid transport superfamily protein",76.406
"45","BraA05g005460.3C",-0.848821301876448,5.35847114427588,18.0238059249653,2.1815971198135e-05,0.0107137545114586,"AT2G45770","CPFTSY","signal recognition particle receptor protein, chloroplast (FTSY)",85.919
"46","BraA08g034980.3C",-0.931866643730899,4.54305766809283,17.9803502540254,2.23197074279402e-05,0.0107137545114586,"AT1G04250","AtIAA17","AUX/IAA transcriptional regulator family protein",90
"47","BraA04g013740.3C",-0.694174744729827,7.10338754663141,17.9614728847869,2.25421584598567e-05,0.0107137545114586,"AT5G41140",NA,"Myosin heavy chain-related protein",77.967
"48","BraA04g013300.3C",0.893408165820225,4.15639032073022,17.9146295741685,2.31038305063729e-05,0.0107137545114586,"AT5G40690",NA,NA,81.287
"49","BraA03g038030.3C",-1.21391786152217,2.72908466168221,17.9073365623914,2.31925332356499e-05,0.0107137545114586,"AT3G17640",NA,NA,87.416
"50","BraA09g017950.3C",0.959005917632427,5.97630623595779,17.8362655181281,2.40750682347961e-05,0.0107137545114586,"AT1G58360","AAP1","amino acid permease 1",87.517
"51","BraA03g021020.3C",-1.01991926276079,3.51752926589931,17.828878272145,2.41687148587636e-05,0.0107137545114586,"AT2G39750",NA,NA,84.19
"52","BraA01g014930.3C",-0.688211554894109,5.14860808258177,17.7968044072788,2.45795718023761e-05,0.0107137545114586,"AT4G24175",NA,NA,82.992
"53","BraA07g008590.3C",1.20516381014471,7.3866472320434,17.7685810765316,2.49469056486084e-05,0.0107137545114586,"AT5G42020","BIP","Heat shock protein 70 (Hsp 70) family protein",90.991
"54","BraA09g044860.3C",-1.79902386513066,2.9935704405268,17.7653833592936,2.49888711265218e-05,0.0107137545114586,"AT3G53900","PYRR","uracil phosphoribosyltransferase",87.071
"55","BraA10g006050.3C",0.567110651682119,5.26090390324452,17.7400750703858,2.53235184595291e-05,0.0107137545114586,"AT1G07350","SR45a","RNA-binding (RRM/RBD/RNP motifs) family protein",79.463
"56","BraA07g031570.3C",-1.73490516237703,2.59012943361164,17.7354527155251,2.53851236823739e-05,0.0107137545114586,"AT1G65060","4CL3","4-coumarate:CoA ligase 3",83.625
"57","BraA06g007290.3C",-2.16690842624453,3.13075232326666,17.7220600855611,2.55644678145154e-05,0.0107137545114586,"AT1G10470","ARR4","response regulator 4",83.165
"58","BraA04g026350.3C",-1.02298111007077,8.77499387078827,17.5815191362822,2.75250339659084e-05,0.0109341713344159,"AT2G37220",NA,"RNA-binding (RRM/RBD/RNP motifs) family protein",86.473
"59","BraA02g044320.3C",1.68658532514523,3.07341684601607,17.5806595642089,2.75374786658873e-05,0.0109341713344159,"AT5G63850","AAP4","amino acid permease 4",88.151
"60","BraA10g002190.3C",-1.03106068814552,6.7595777243998,17.5796922281706,2.75514903113259e-05,0.0109341713344159,"AT1G03630","POR C","protochlorophyllide oxidoreductase C",88.474
"61","BraA03g016940.3C",0.724701195554351,6.48941355043499,17.5400754783809,2.813152736339e-05,0.0109341713344159,"AT2G31800",NA,"Integrin-linked protein kinase family",85.332
"62","BraA03g022530.3C",-0.971096901898058,8.74615136945584,17.5234192168981,2.83790448230821e-05,0.0109341713344159,"AT2G43030","PRPL3","Ribosomal protein L3 family protein",80.952
"63","BraA09g057170.3C",-1.01197335118223,5.1309122981146,17.4585751498927,2.9363673839851e-05,0.0110365855677946,"AT1G18620","LNG4",NA,72.662
"64","BraA06g001130.3C",-0.698418700576366,6.06778674446353,17.3950378793016,3.03617583179726e-05,0.0110365855677946,"AT1G53800",NA,NA,84.973
"65","BraA02g013110.3C",0.749736565146247,8.20250861246673,17.3786508986755,3.06246608090225e-05,0.0110365855677946,"AT5G56030","AtHsp90.2","heat shock protein 81-2",89.407
"66","BraA04g026230.3C",-0.642628188881671,6.37047538298077,17.3480738121118,3.11213535169612e-05,0.0110365855677946,"AT2G36990","ATSIG6",NA,83.557
"67","BraA07g005240.3C",-1.25101529748786,6.60409067157103,17.2415354430757,3.29160746293678e-05,0.0110365855677946,"AT2G15620","ATHNIR","nitrite reductase 1",87.868
"68","BraA10g012750.3C",-1.28951950892119,2.68499250354243,17.2241799062301,3.32181417834809e-05,0.0110365855677946,"AT5G54660",NA,"HSP20-like chaperones superfamily protein",87.047
"69","BraA03g052050.3C",-1.05806532565803,7.45000094040272,17.2201043451765,3.32894785341259e-05,0.0110365855677946,"AT4G24770","ATRBP31","31-kDa RNA binding protein",78.348
"70","BraA09g019630.3C",0.716424671252058,4.33888380128233,17.2112047771244,3.34457881654209e-05,0.0110365855677946,"AT5G43190",NA,"Galactose oxidase/kelch repeat superfamily protein",84.641
"71","BraA04g024010.3C",-0.695185575387894,7.54842945731902,17.2103110283804,3.34615264329455e-05,0.0110365855677946,"AT2G33430","DAL","differentiation and greening-like 1",86.727
"72","BraA03g034880.3C",-1.44383867537889,1.89003734414127,17.1888039188835,3.38425039802796e-05,0.0110365855677946,"AT3G11580","NGAL2","AP2/B3-like transcriptional factor family protein",82.754
"73","BraA06g038040.3C",1.17711850559453,4.10908769254915,17.1821596477662,3.39610799886607e-05,0.0110365855677946,"AT3G26820",NA,NA,82.151
"74","BraA01g001370.3C",-0.604254169116003,6.92730089267774,17.1694524756265,3.41890209317147e-05,0.0110365855677946,"AT4G37510",NA,NA,82.627
"75","BraA08g004270.3C",-1.15011318990918,3.17100289531202,17.03998265794,3.66009464606797e-05,0.011378186337343,"AT1G48610",NA,"AT hook motif-containing protein",67.375
"76","BraA03g001240.3C",0.857462551586207,7.10201635135358,17.0347096615807,3.67027244797249e-05,0.011378186337343,"AT5G03630","MDAR2","Pyridine nucleotide-disulphide oxidoreductase family protein",85.062
"77","BraA03g035670.3C",-1.15563149261016,3.62005265870913,17.0284362730967,3.68241824419167e-05,0.011378186337343,"AT3G13000",NA,"Protein of unknown function, DUF547",87.844
"78","BraA01g036970.3C",-1.86397405515739,1.84321456996479,17.0101723552654,3.71800921512071e-05,0.011378186337343,"AT3G14950","TTL2",NA,83.229
"79","BraA10g021490.3C",-0.957963410840589,7.38125286532016,16.9459353000647,3.84595773059929e-05,0.011378186337343,"AT5G18660","DVR","NAD(P)-binding Rossmann-fold superfamily protein",77.549
"80","BraA05g026690.3C",-0.897242555732657,4.75296868150906,16.9185257415306,3.90189119446777e-05,0.011378186337343,"AT3G20540","POLGAMMA1","polymerase gamma 1",83.65
"81","BraA10g013220.3C",-0.865244748622594,4.57818689259316,16.8992875586727,3.94163741283944e-05,0.011378186337343,"AT4G26760","MAP65-2",NA,80.258
"82","BraA08g021380.3C",1.53266010157279,2.46157087398664,16.8954697560694,3.9495732872646e-05,0.011378186337343,"AT4G37030",NA,NA,88.967
"83","BraA03g020670.3C",1.66205662898743,1.38222737903571,16.8936289895141,3.95340533321947e-05,0.011378186337343,"AT2G39050","ArathEULS3",NA,79.875
"84","BraA08g012250.3C",-0.914593895435977,3.65705826728794,16.8400047393148,4.06669405491101e-05,0.0115649032837755,"AT5G47620",NA,"RNA-binding (RRM/RBD/RNP motifs) family protein",74.351
"85","BraA06g000980.3C",-1.87689423784654,2.81744846866135,16.7315708706418,4.30584755380741e-05,0.0120086055453541,"AT1G54020",NA,"GDSL-like Lipase/Acylhydrolase superfamily protein",82.593
"86","BraA05g037090.3C",1.32334890950874,4.1497683449052,16.7239145013454,4.32325886177351e-05,0.0120086055453541,"AT3G09350","Fes1A","Fes1A",87.203
"87","BraA09g014960.3C",-0.925741337846234,5.06266571119851,16.673443270016,4.43982002956502e-05,0.0121906230880746,"AT1G64680",NA,NA,88.274
"88","BraA03g009460.3C",-0.786010546550988,7.04256785518455,16.6176451631729,4.57236475791439e-05,0.0123902794693064,"AT5G20130",NA,NA,84.228
"89","BraA02g008570.3C",0.93242330157957,4.06188218320011,16.5995196222347,4.61627123563408e-05,0.0123902794693064,"AT5G19900",NA,"PRLI-interacting factor, putative",77.953
"90","BraA08g027370.3C",-1.9607311826398,1.22038188853281,16.5719550349426,4.68385633519717e-05,0.0124319955705767,"AT1G21400",NA,"Thiamin diphosphate-binding fold (THDP-binding) superfamily protein",86.855
"91","BraA06g028460.3C",-1.79606909211975,5.68222335724397,16.5457990309173,4.748907497764e-05,0.0124411350541721,"AT5G65010","ASN2","asparagine synthetase 2",90.671
"92","BraA07g019890.3C",2.7796065380871,0.247665262315199,16.5288827837087,4.79146192642263e-05,0.0124411350541721,"AT5G39610","ANAC092","NAC domain containing protein  6",86.721
"93","BraA02g002090.3C",-0.926393812406388,4.34032677074245,16.4779351066382,4.92195612322468e-05,0.0125588704066886,"AT5G06670","Kin7.5","P-loop containing nucleoside triphosphate hydrolases superfamily protein",85.178
"94","BraA04g023800.3C",-0.877412889091818,6.39012952530221,16.4504697806234,4.99378055607133e-05,0.0125588704066886,"AT2G33180",NA,NA,85.23
"95","BraA08g032220.3C",1.11684525342092,5.47214656981532,16.4334864637473,5.03871991146338e-05,0.0125588704066886,"AT1G10170","ATNFXL1","NF-X-like 1",86.374
"96","BraA01g037520.3C",-1.47713191211845,2.87121178303512,16.3932070059911,5.14693565972126e-05,0.0125588704066886,"AT3G14080","LSM1B","Small nuclear ribonucleoprotein family protein",92.506
"97","BraA06g035550.3C",-1.56077099464437,2.01265074234442,16.3917028087792,5.15102183039326e-05,0.0125588704066886,"AT5G48500",NA,NA,81.092
"98","BraA08g015490.3C",-0.670902838878413,4.7600200749164,16.376811949906,5.19164944129355e-05,0.0125588704066886,"AT4G35100","PIP2;7","plasma membrane intrinsic protein 3",91.805
"99","BraA02g022390.3C",2.00227642068778,4.70177295438929,16.3648239344404,5.2245910617871e-05,0.0125588704066886,"AT1G74590","ATGSTU10","glutathione S-transferase TAU 10",85.265
"100","BraA06g010320.3C",0.70827492054562,6.67217919644731,16.3529605270422,5.25739718967203e-05,0.0125588704066886,"AT1G14200",NA,"RING/U-box superfamily protein",73.694
"101","BraA03g043700.3C",-0.662989092879864,7.86563530791215,16.3139216038347,5.36682184941463e-05,0.0126933307266155,"AT5G23060","CaS","calcium sensing receptor",88.15
"102","BraA06g044820.3C",2.2274459469056,1.6198676233593,16.2314765423368,5.60549748398803e-05,0.0127205847443853,"AT4G38540",NA,"FAD/NAD(P)-binding oxidoreductase family protein",88.033
"103","BraA01g023000.3C",-0.65959695641842,4.43880297218184,16.2301309957003,5.60948006445728e-05,0.0127205847443853,"AT3G50530","CRK","CDPK-related kinase",92.005
"104","BraA04g003240.3C",0.748766340358583,3.39120370763933,16.2156304431404,5.65258012904564e-05,0.0127205847443853,"AT3G57510","ADPG1",NA,83.019
"105","BraA02g000350.3C",-1.45465085331544,1.7041639219389,16.2135395923708,5.65882218714134e-05,0.0127205847443853,"AT5G01090",NA,"Concanavalin A-like lectin family protein",79.735
"106","BraA03g030810.3C",-1.20488755026915,4.19922360511219,16.2071916955187,5.67781579879115e-05,0.0127205847443853,"AT3G02170","LNG2","longifolia2",80.921
"107","BraA04g017930.3C",-1.25189067407237,4.04753690714103,16.2005188991333,5.69785066832396e-05,0.0127205847443853,"AT2G24395",NA,"chaperone protein dnaJ-related",79.902
"108","BraA07g038380.3C",-0.811030962686528,8.6368100459052,16.1319558165349,5.90787336378702e-05,0.0128388702220925,"AT1G74470",NA,"Pyridine nucleotide-disulphide oxidoreductase family protein",85.837
"109","BraA05g031210.3C",-1.16022894819715,9.72295756381935,16.1255441146362,5.92790745698001e-05,0.0128388702220925,"AT3G15850","ADS3",NA,84.636
"110","BraA04g021550.3C",0.698123104943989,7.08658587102548,16.12305145061,5.93571450162607e-05,0.0128388702220925,"AT2G30250","ATWRKY25","WRKY DNA-binding protein 25",76.717
"111","BraA09g051890.3C",1.24012714782839,4.08665627034304,16.098344231651,6.0136591503174e-05,0.0128388702220925,"AT3G62590","PLIP3",NA,82.647
"112","BraA01g006370.3C",-0.852782395085601,3.7508923249162,16.0854358493193,6.05479019025578e-05,0.0128388702220925,"AT1G13080","CYP71B2","cytochrome P450, family 71, subfamily B, polypeptide 2",77.972
"113","BraA07g014270.3C",-2.12530516306905,4.3404722175975,16.0775382960435,6.08009419727701e-05,0.0128388702220925,"AT1G23205",NA,"Plant invertase/pectin methylesterase inhibitor superfamily protein",82.726
"114","BraA01g003410.3C",-0.855713401904014,7.7744862937822,16.0416225318258,6.19651782641104e-05,0.0128388702220925,"AT4G34950","MFS1",NA,81.839
"115","BraA07g040900.3C",-1.42484020478917,6.11229818376517,16.0251469057154,6.25067244824913e-05,0.0128388702220925,"AT1G77580","VETH3","Plant protein of unknown function (DUF869)",73.526
"116","BraA07g030750.3C",-1.34698411115053,8.07693253554068,16.0152142194586,6.28355046244755e-05,0.0128388702220925,"AT1G68520","BBX14","B-box type zinc finger protein with CCT domain",85.309
"117","BraA05g008490.3C",-1.89889146267146,4.56049177037056,16.0049782307354,6.31761442836854e-05,0.0128388702220925,"AT2G36870","AtXTH32","xyloglucan endotransglucosylase/hydrolase 32",92.737
"118","BraA02g041250.3C",-0.847377136329334,6.70907219243965,15.9976724144507,6.34204071586955e-05,0.0128388702220925,"AT5G26570","ATGWD3","catalytics;carbohydrate kinases;phosphoglucan, water dikinases",87.841
"119","BraA03g036720.3C",-1.27200919124355,4.72365789288763,15.9434922644429,6.52617603567617e-05,0.0130061388945073,"AT3G14940","ATPPC3",NA,90.85
"120","BraA03g028120.3C",-0.7888891247007,6.02771864845264,15.9154889028694,6.62344591900224e-05,0.0130061388945073,"AT4G04350","EMB2369",NA,88.934
"121","BraA06g006810.3C",-0.758781093587691,4.64169149921468,15.9013727153382,6.6730300813417e-05,0.0130061388945073,"AT1G09900",NA,"Pentatricopeptide repeat (PPR-like) superfamily protein",83.695
"122","BraA05g035620.3C",0.538715781319057,4.97893518267608,15.8865236938053,6.72559138647979e-05,0.0130061388945073,"AT3G11240","ATATE2",NA,84.15
"123","BraA03g035340.3C",-2.62438852963797,1.02597124927642,15.879007890765,6.75235371580422e-05,0.0130061388945073,"AT3G12530","PSF2","PSF2",89.555
"124","BraA04g016330.3C",-0.467437373688173,6.95205015789157,15.8595822806144,6.82202185574149e-05,0.0130061388945073,"AT2G22360","DJA6","DNAJ heat shock family protein",86.464
"125","BraA10g019300.3C",-0.725628329633539,4.466217736585,15.8518260833989,6.85004030115434e-05,0.0130061388945073,"AT5G21970",NA,"Ubiquitin carboxyl-terminal hydrolase family protein",85.92
"126","BraA01g044470.3C",-3.54449897558478,0.709202965318224,15.849011203363,6.86023736063264e-05,0.0130061388945073,"AT3G44290","ANAC060",NA,85.178
"127","BraA09g053960.3C",-1.14674820749933,6.34301288772943,15.7543245638564,7.2122878078032e-05,0.013438325593433,"AT2G24090","PRPL35","Ribosomal protein L35",82.222
"128","BraA05g008390.3C",0.550493763350099,5.73246438156658,15.7524392798636,7.21947892792288e-05,0.013438325593433,"AT2G36970",NA,NA,87.422
"129","BraA03g019180.3C",0.652375891274388,5.15671141365479,15.7319121510388,7.29824479244445e-05,0.013438325593433,"AT2G36880","MAT3","methionine adenosyltransferase 3",88.652
"130","BraA09g007390.3C",-1.13581261596077,4.36291805145703,15.722563691113,7.33440226257965e-05,0.013438325593433,"AT5G62720",NA,"Integral membrane HPP family protein",84.401
"131","BraA09g026260.3C",1.63652496649236,2.84583384870621,15.6794908227833,7.5033392093597e-05,0.013438325593433,"AT4G12580",NA,NA,78.947
"132","BraA10g013700.3C",-1.01349891178502,5.00855874996572,15.6697846098527,7.54194542899426e-05,0.013438325593433,"AT5G55740","CRR21","Tetratricopeptide repeat (TPR)-like superfamily protein",85.594
"133","BraA03g037290.3C",-1.14793403036532,7.79076354445057,15.6625321487635,7.5709222954776e-05,0.013438325593433,"AT3G16000","MFP1",NA,79.543
"134","BraA07g007140.3C",-0.856863885622431,4.82490868574027,15.6598388773641,7.58171163056377e-05,0.013438325593433,"AT2G05790",NA,"O-Glycosyl hydrolases family 17 protein",83.31
"135","BraA06g013450.3C",-2.35828989026056,0.34939135992444,15.6566518026279,7.5944991423035e-05,0.013438325593433,"AT1G17750","AtPEPR2","PEP1 receptor 2",83.537
"136","BraA05g032460.3C",1.94508451685133,5.46699463541098,15.6232253016003,7.72993065237989e-05,0.0134401097705544,"AT3G14620","CYP72A8",NA,87.958
"137","BraA04g027120.3C",-0.764332194243936,4.0468527090416,15.6058560134231,7.80126104492166e-05,0.0134401097705544,"AT2G38280","ATAMPD","AMP deaminase, putative / myoadenylate deaminase, putative",86.51
"138","BraA08g007210.3C",0.823469645324133,8.67545276509361,15.6023684635965,7.81566298822309e-05,0.0134401097705544,"AT1G42990","ATBZIP60","basic region/leucine zipper motif 60",73.87
"139","BraA03g045840.3C",0.439873739148484,4.92369096597022,15.5900550069859,7.86672605844135e-05,0.0134401097705544,"AT3G21640","ATFKBP42",NA,86.811
"140","BraA02g013430.3C",-0.85925330361128,6.92048845046445,15.587629844006,7.87682253800071e-05,0.0134401097705544,"AT5G55220",NA,"trigger factor type chaperone family protein",88.81
"141","BraA10g007220.3C",-1.61815143923686,4.78213930259105,15.5347124650592,8.10040427299598e-05,0.0136276055146794,"AT1G45130","AtBGAL5","beta-galactosidase 5",89.177
"142","BraA04g029230.3C",0.939135840146848,5.64191265220222,15.4981726419578,8.2585052782843e-05,0.0136276055146794,"AT2G41380",NA,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",85.874
"143","BraA03g033190.3C",0.71811144960097,5.66394955215872,15.4867830200682,8.30841794620233e-05,0.0136276055146794,"AT5G48610",NA,NA,82.051
"144","BraA09g010360.3C",-1.67224909716914,9.99579462923057,15.4849805354933,8.31634473282871e-05,0.0136276055146794,"AT2G15620","ATHNIR","nitrite reductase 1",86.697
"145","BraA05g022880.3C",2.30800447108139,1.1883580833799,15.4637753159639,8.41017222090873e-05,0.0136276055146794,"AT5G49690",NA,"UDP-Glycosyltransferase superfamily protein",78.725
"146","BraA02g031540.3C",1.77386588453887,1.62831892152545,15.4614508397927,8.42052197378423e-05,0.0136276055146794,"AT3G02130","CLI1","receptor-like protein kinase 2",85.714
"147","BraA03g011330.3C",0.647280817210227,5.64563103254383,15.4565202530755,8.44251789917644e-05,0.0136276055146794,"AT5G59530",NA,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",85.009
"148","BraA09g051300.3C",-0.890477960634571,4.31529359584394,15.4563919244486,8.4430911594631e-05,0.0136276055146794,"AT3G61770","VPS30","Acid phosphatase/vanadium-dependent haloperoxidase-related protein",86.635
"149","BraA10g017790.3C",1.94719317305687,0.418982882167202,15.4279986138121,8.57089551305886e-05,0.0137410437594597,"AT5G59990",NA,"CCT motif family protein",87.432
"150","BraA09g039510.3C",-0.64098827092732,8.0946520900979,15.3976604353702,8.70960613851e-05,0.0137929586153101,"AT1G23740","AOR","Oxidoreductase, zinc-binding dehydrogenase family protein",86.109
"151","BraA06g034310.3C",-1.4609738696875,2.92132121980824,15.3956760548887,8.71875732967108e-05,0.0137929586153101,"AT5G28150",NA,"Plant protein of unknown function (DUF868)",86.78
"152","BraA09g055580.3C",-0.666588075042,5.06546528855901,15.3523370105753,8.92105108417661e-05,0.0139709491148858,"AT2G21370","XK-1","xylulose kinase-1",88.056
"153","BraA09g045600.3C",-0.801774131054932,4.25203651049911,15.3465879376378,8.94823850710622e-05,0.0139709491148858,"AT3G54790",NA,"ARM repeat superfamily protein",80.734
"154","BraA06g017210.3C",-0.813560397117241,6.50521574111975,15.3026208669252,9.15893504290367e-05,0.0141717365212989,"AT1G21680",NA,"DPP6 N-terminal domain-like protein",84.488
"155","BraA10g030890.3C",-1.14003741502833,4.27152063948551,15.2712945871621,9.31209411972211e-05,0.0141717365212989,"AT5G08570",NA,"Pyruvate kinase family protein",88.243
